MP ID,Formula,Band Gap (eV),energy_above_hull (eV/atom),Left End (V),Right End (V),Window Length (V),label
mp-759757,Li4Ti2Ni5O12,0.2096,0.056271544,3.474301338,3.548162172,0.073860834,0
mp-753972,Li4Ti2Ni3Sn3O16,0.0,0.049811547,3.548162172,3.564617429,0.016455257,0
mp-850289,Li4Ti2Ni3Sb3O16,0.0,0.065775728,2.448752692,3.845135441,1.396382749,0
mp-758922,Li4Ti2Ni3O10,0.0,0.051529084,3.548162172,3.564617429,0.016455257,0
mp-757958,Li4Ti2Nb3V3O16,0.0,0.075605828,1.774161877,1.865495574,0.091333697,0
mp-774751,Li4Ti2Nb3Ni3O16,0.0,0.082571444,2.45919191,3.312138555,0.852946645,0
mp-758553,Li4Ti2Nb3Fe3O16,0.1104,0.101195629,2.138406376,2.35593713,0.217530754,0
mp-752651,Li4Ti2Nb3Cu3O16,0.0,0.098297621,2.779697268,3.670428394,0.890731127,0
mp-757702,Li4Ti2Nb3Cr3O16,0.0,0.09688281,1.84711259,1.912627693,0.065515103,0
mp-767657,Li4Ti2Nb3Co3O16,0.8127,0.087048335,2.340335268,2.453558015,0.113222748,0
mp-769508,Li4Ti2Mn7O18,0.0,0.073748777,3.01288711,3.203951513,0.191064402,0
mp-759589,Li4Ti2Mn5O12,0.4116,0.075688206,2.208614025,2.30491958,0.096305555,0
mp-774617,Li4Ti2Mn4Cr3O18,0.0,0.187873393,3.691181236,4.533350062,0.842168826,0
mp-774494,Li4Ti2Mn4(FeO6)3,0.0,0.099964981,2.994516942,3.076369695,0.081852753,0
mp-770623,Li4Ti2Mn3V3O16,0.4748,0.074927679,2.769690838,2.794273235,0.024582397,0
mp-772989,Li4Ti2Mn3Sn3O16,0.0,0.070681544,2.487058714,2.927009642,0.439950928,0
mp-1177278,Li4Ti2Mn3Sb3O16,0.0,0.091430277,2.194854536,2.343755061,0.148900525,0
mp-752796,Li4Ti2Mn3O10,0.4941,0.041625893,2.208614025,2.927009642,0.718395617,0
mp-767719,Li4Ti2Mn3Ni3O16,0.0147,0.045535966,3.685156251,3.694295169,0.009138918,0
mp-758756,Li4Ti2Mn3Nb3O16,0.0,0.084692888,1.633489839,1.748788781,0.115298943,0
mp-770495,Li4Ti2Mn3Fe3O16,0.2809,0.03863681,2.994516942,3.076369695,0.081852753,0
mp-754563,Li4Ti2Mn3Cu3O16,0.0,0.057685143,3.5121101,3.527393354,0.015283254,0
mp-770152,Li4Ti2Mn3Cr3O16,0.6167,0.14708639,2.316198316,4.533350062,2.217151746,0
mp-861729,Li4Ti2Mn3Co3O16,0.7902,0.064288576,2.978101537,3.156453477,0.178351939,0
mp-767370,Li4Ti2Mn3(Fe2O9)2,0.5619,0.085240589,3.460703456,3.720346243,0.259642787,0
mp-758960,Li4Ti2Fe5O12,1.1112,0.05103046,2.194547183,2.294581533,0.10003435,0
mp-775160,Li4Ti2Fe4(CoO6)3,0.3412,0.08756316,3.665777742,3.720346243,0.054568502,0
mp-774877,Li4Ti2Fe3Sn3O16,0.3055,0.069139386,2.217183064,2.330390903,0.113207839,0
mp-1662795,Li4Ti2Fe3Sb3O16,1.0163,0.055889933,2.320745974,2.416828948,0.096082974,0
mp-759041,Li4Ti2Fe3O10,1.4488,0.043777845,2.194547183,2.330390903,0.13584372,0
mp-766008,Li4Ti2Fe3Ni3O16,0.0,0.239618591,3.564617429,3.673721227,0.109103798,0
mp-757134,Li4Ti2Fe3Cu3O16,0.0,0.065461817,3.665777742,3.716351411,0.05057367,0
mp-759038,Li4Ti2Fe3Co3O16,0.0,0.072333372,3.425052286,3.665777742,0.240725455,0
mp-776445,Li4Ti2Cu3Sb3O16,0.0,0.082766537,2.779697268,3.933471098,1.153773831,0
mp-776772,Li4Ti2Cr3Sn3O16,0.0,0.075708812,2.137120438,2.137382467,0.000262029,0
mp-770552,Li4Ti2Cr3Ni3O16,0.0,0.086734057,3.308179009,3.344966424,0.036787415,0
mp-770520,Li4Ti2Cr3Fe3O16,0.0,0.083865606,3.224843706,3.301336258,0.076492552,0
mp-754733,Li4Ti2Cr3Co3O16,0.4105,0.063312421,3.295018768,3.425052286,0.130033518,0
mp-1177329,Li4Ti2Co7O18,0.0,0.107118973,3.425052286,4.115875654,0.690823367,0
mp-1663956,Li4Ti2Co3Sn3O16,0.5872,0.086234532,2.839663654,3.26376759,0.424103936,0
mp-774789,Li4Ti2Co3Sb3O16,0.0,0.075217103,2.368674824,2.544342738,0.175667915,0
mp-775264,Li4Ti2Co3O10,0.4457,0.05528357,2.797553704,3.26376759,0.466213886,0
mp-759505,Li4Ti2Co3Ni3O16,0.0,0.04699333,3.632906037,3.685156251,0.052250214,0
mp-759678,Li4Ti15O32,1.9439,0.091070301,1.74994939,3.688514617,1.938565227,0
mp-759812,Li4Ti11O24,2.0657,0.064388162,1.74994939,3.688514617,1.938565227,0
mp-850190,Li4Ti(TeO4)3,1.2599,0.029881727,3.099856309,3.630615081,0.530758771,0
mp-774904,Li4Ti(Co4O9)2,0.2275,0.086433479,3.425052286,4.115875654,0.690823367,0
mp-4804,Li4TeO5,2.7111,0.0,2.222724976,3.692153592,1.469428616,0
mp-1195718,Li4SnS4,2.3564,0.0,1.725559868,2.236213267,0.5106534,0
mp-774623,Li4Sn(PO4)2,3.1841,0.055421011,2.371571505,2.777545326,0.40597382,0
mp-673092,Li4Sn(PO3)6,4.4967,0.03908314,2.74831613,3.246668138,0.498352008,0
mp-756045,Li4Sn(BO3)2,2.5108,0.079821577,1.829446456,1.868816878,0.039370422,0
mp-1222533,Li4SiGe3O10,3.5859,0.054396704,2.263327222,3.831644653,1.56831743,0
mp-756672,Li4Si4Bi2O13,3.8328,0.08280421,2.290379263,3.666283069,1.375903806,0
mp-766702,Li4Si3NiO9,3.9817,0.082316836,2.492653696,3.723029727,1.23037603,0
mp-765979,Li4Si3(NiO5)2,3.2595,0.035389636,2.472505783,3.723029727,1.250523944,0
mp-1193913,Li4Si2O7,0.0,0.142465187,3.363056132,3.723029727,0.359973595,0
mp-1177304,Li4Si2NiO7,2.3215,0.032079891,2.175326365,3.680047511,1.504721146,0
mp-4426,Li4SeO5,2.4442,0.0,1.963627011,3.243418566,1.279791555,0
mp-1222575,Li4ScIn3(SiO3)8,3.9221,0.010921506,2.106313211,3.777682721,1.671369511,0
mp-1222629,Li4ScFe3(SiO3)8,2.8003,0.009845772,2.67192048,3.770272127,1.098351647,0
mp-1222539,Li4Sc3In(SiO3)8,4.5756,0.006901108,2.106313211,3.777682721,1.671369511,0
mp-753933,Li4SbTe2WO12,0.0,0.084885881,3.099856309,3.125919291,0.026062981,0
mp-753776,Li4SbS4,0.0,0.073375571,1.961852253,2.323997699,0.362145447,0
mp-775852,Li4Sb2C4SO16,2.5506,0.09566823,2.845224153,2.962161784,0.11693763,0
mp-753363,Li4Sb(TeO4)3,0.0,0.09718695,3.099856309,3.630615081,0.530758771,0
mp-679944,Li4Re6S11,1.5798,0.023736385,1.57168608,1.632642072,0.060955992,0
mp-22170,Li4PbO4,1.4367,0.0,2.115245542,3.237533615,1.122288073,0
mp-1181255,Li4P4O17,0.6237,0.407414191,4.324383321,4.984920554,0.660537233,0
mp-1020027,Li4P2O7,5.5813,0.018063737,2.308186832,4.324383321,2.016196489,0
mp-1077223,Li4NO,0.0,0.154014018,0.005122867,0.489230503,0.484107636,0
mp-776070,Li4NiSn3(PO4)4,1.7584,0.075991768,2.740764242,2.777545326,0.036781084,0
mp-753143,Li4NiOF4,1.8989,0.040124232,1.879434438,4.039629205,2.160194767,0
mp-764792,Li4Ni8O9F7,0.0,0.067711887,4.052121662,4.106269397,0.054147735,0
mp-758275,Li4Ni7O12,0.0249,0.033761949,2.634122012,3.474301338,0.840179326,0
mp-768091,Li4Ni7O11,0.0,0.006538651,2.634122012,3.474301338,0.840179326,0
mp-32384,Li4Ni7(PO4)6,3.0377,0.04695825,2.837026768,4.284956213,1.447929445,0
mp-859156,Li4Ni7(OF7)2,2.7776,0.065846301,2.885060983,4.09377694,1.208715958,0
mp-774836,Li4Ni5Te(PO4)6,2.7141,0.095803641,3.22690217,3.740308688,0.513406518,0
mp-755672,Li4Ni5SnO12,0.3177,0.063000892,3.474301338,3.474769115,0.000467778,0
mp-758677,Li4Ni5Sn(PO4)6,1.7133,0.08520094,2.858101731,4.284956213,1.426854481,0
mp-1177306,Li4Ni5SbO12,0.0,0.077401175,3.474301338,3.580463232,0.106161894,0
mp-762510,Li4Ni5Sb3O16,0.0,0.055951783,3.674763633,3.69883518,0.024071547,0
mp-766892,Li4Ni5O9,0.0,0.015506801,2.634122012,3.474301338,0.840179326,0
mp-756733,Li4Ni5BiO12,0.0,0.064754857,3.474301338,3.580463232,0.106161894,0
mp-26313,Li4Ni5(P3O11)2,3.2929,0.02307269,2.766083724,4.284956213,1.518872488,0
mp-756537,Li4Ni3WO8,2.0751,0.051785049,1.879434438,3.610224935,1.730790497,0
mp-756871,Li4Ni3TeO8,0.6479,0.043624319,2.222724976,3.473813823,1.251088846,0
mp-755496,Li4Ni3SnO8,0.0,0.017648607,2.714982998,3.474301338,0.75931834,0
mp-768603,Li4Ni3Sn5O16,0.8671,0.03111143,2.299874934,3.474769115,1.174894182,0
mp-777462,Li4Ni3Sn3(SbO8)2,0.3006,0.024319339,2.349394619,3.674763633,1.325369014,0
mp-776462,Li4Ni3Sn2Sb3O16,0.0,0.051729762,2.349394619,3.877352113,1.527957494,0
mp-753100,Li4Ni3Sn(PO4)4,1.5016,0.048882062,2.740764242,2.777545326,0.036781084,0
mp-1302740,Li4Ni3SbO8,0.0002,0.026161036,2.634122012,3.474301338,0.840179326,0
mp-1661518,Li4Ni3Sb5O16,0.7988,0.058161695,2.463483151,2.605998623,0.142515472,0
mp-756181,Li4Ni3Sb(PO4)4,0.8942,0.101459718,2.825001381,3.343341904,0.518340523,0
mp-540518,Li4Ni3P4O15,3.7007,0.035170394,2.766083724,4.249484691,1.483400967,0
mp-761276,Li4Ni3O6F,0.0,0.063060279,2.634122012,3.474301338,0.840179326,0
mp-753092,Li4Ni3O3F4,2.1682,0.040360575,1.879434438,4.039629205,2.160194767,0
mp-1290471,Li4Ni3BiO8,0.3278,0.007323497,2.809096642,3.350531563,0.541434921,0
mp-758187,Li4Ni3(SnO5)2,0.0092,0.045599509,3.474301338,3.474769115,0.000467778,0
mp-758172,Li4Ni3(OF3)2,3.1997,0.081638282,2.830913247,4.039629205,1.208715958,0
mp-753213,Li4Ni2OF7,0.311,0.070331104,4.039629205,4.052121662,0.012492457,0
mp-778481,Li4Ni2C4SO16,0.0,0.098088662,2.636144639,4.095292538,1.459147899,0
mp-772620,Li4Ni2(PO4)3,0.0,0.052748436,4.198035405,4.249484691,0.051449286,0
mp-26369,Li4Ni(PO4)2,3.5314,0.019272509,2.740359081,4.198035405,1.457676324,0
mp-859119,Li4Ni(PO3)6,3.8621,0.05966247,2.836240965,4.83969866,2.003457695,0
mp-775949,Li4Ni(BO3)2,3.0071,0.04423936,2.241063558,3.357380253,1.116316695,0
mp-677490,Li4Nd3SbTeO12,2.9443,0.012100683,2.024340905,3.238200733,1.213859828,0
mp-29149,Li4NCl,1.7617,0.0,0.005122867,0.505644862,0.500521995,0
mp-754328,Li4NbV3O8,0.0,0.1333603,1.021241253,1.767849534,0.746608282,0
mp-1177323,Li4NbV3Cr2(PO4)6,0.299,0.102496809,2.26294746,2.264346887,0.001399427,0
mp-753044,Li4NbTe2WO12,0.0,0.074026785,3.099856309,3.109986586,0.010130276,0
mp-755298,Li4NbO4,0.0,0.08824721,0.626737519,0.964526579,0.337789059,0
mp-754424,Li4NbNi3O8,0.0,0.046286955,2.904353259,3.474301338,0.569948079,0
mp-781789,Li4NbIn3(PO4)6,2.693,0.005699828,2.443761486,4.13893502,1.695173534,0
mp-756145,Li4NbFe5O12,0.282,0.105100428,2.230356553,3.495034596,1.264678043,0
mp-759245,Li4NbFe5(PO4)6,0.5355,0.101997034,2.426686582,2.621617084,0.194930502,0
mp-755337,Li4NbFe3O8,2.5126,0.056269431,1.858792308,2.194547182,0.335754875,0
mp-777855,Li4NbFe3Cu2(PO4)6,0.1427,0.101811444,3.284543205,3.320488028,0.035944823,0
mp-755203,Li4NbFe(WO6)2,2.299,0.021564977,2.815673045,3.856697597,1.041024552,0
mp-774933,Li4NbFe(TeO6)2,1.7474,0.029920371,2.961526141,3.86766103,0.906134889,0
mp-756875,Li4NbCu3O8,0.0,0.102040489,2.75578934,3.327573128,0.571783787,0
mp-756524,Li4NbCr5O12,0.6929,0.074629428,1.84711259,3.301336258,1.454223668,0
mp-755680,Li4NbCr(WO6)2,1.8451,0.022651293,2.636668198,3.549055979,0.912387782,0
mp-1177314,Li4NbCr(TeO6)2,1.2101,0.037331825,2.941630539,3.616272329,0.67464179,0
mp-753214,Li4NbCo5O12,0.0,0.113389808,3.042718965,3.425052286,0.382333321,0
mp-1177461,Li4NbCo3O8,0.6174,0.064291504,2.021171065,2.805332095,0.78416103,0
mp-770888,Li4Nb5V3O16,0.1316,0.078495032,1.767849534,1.930454971,0.162605437,0
mp-771179,Li4Nb5Cr3O16,0.0429,0.104439538,1.84711259,1.930454971,0.083342381,0
mp-772554,Li4Nb3V5O16,0.0,0.050418718,1.767849534,1.930454971,0.162605437,0
mp-757154,Li4Nb3V3Cr2O16,0.0,0.172800723,1.84711259,1.930454971,0.083342381,0
mp-757062,Li4Nb3V3(SnO8)2,0.1234,0.097720785,2.014175399,2.100296514,0.086121115,0
mp-776001,Li4Nb3V3(SbO8)2,0.0,0.095531291,2.152540977,2.262985482,0.110444504,0
mp-770999,Li4Nb3V3(NiO8)2,0.0,0.089711519,2.535984845,2.536844946,0.000860101,0
mp-1177356,Li4Nb3V3(FeO8)2,0.2265,0.078057209,2.157568302,2.259213836,0.101645534,0
mp-763698,Li4Nb3V3(CoO8)2,0.0,0.116429648,2.380900669,2.435127477,0.054226809,0
mp-1177484,Li4Nb3V2Ni3O16,0.3624,0.089192128,2.535984845,2.536844946,0.000860101,0
mp-776847,Li4Nb3V2Fe3O16,0.4249,0.076859382,2.259213836,2.299516469,0.040302633,0
mp-775754,Li4Nb3V2Co3O16,0.2234,0.145561729,2.340335268,2.481955961,0.141620694,0
mp-755915,Li4Nb3TeO12,0.0,0.039399208,3.099856309,3.109986586,0.010130276,0
mp-1177365,Li4Nb3Ni3(TeO8)2,0.3118,0.085672367,2.717805683,2.823204833,0.105399151,0
mp-774703,Li4Nb3Ni3(SnO8)2,0.314,0.086962938,2.406630576,3.744700803,1.338070226,0
mp-764765,Li4Nb3Ni3(SbO8)2,0.0,0.106029897,2.535984845,2.547671415,0.01168657,0
mp-768591,Li4Nb3Fe5O16,1.1055,0.077465907,2.325444264,2.337930954,0.01248669,0
mp-779209,Li4Nb3Fe3(TeO8)2,0.5056,0.092274217,2.644835276,2.727396633,0.082561358,0
mp-753666,Li4Nb3Fe3(SnO8)2,0.2308,0.072524446,2.138406376,2.35593713,0.217530754,0
mp-861480,Li4Nb3Fe3(SbO8)2,1.0862,0.066879045,2.325444264,2.336668027,0.011223764,0
mp-754367,Li4Nb3Fe3(NiO8)2,0.5108,0.118388384,2.406630576,3.609780624,1.203150048,0
mp-761119,Li4Nb3Fe2Ni3O16,0.0,0.10011135,3.609780624,3.69883518,0.089054556,0
mp-774886,Li4Nb3Cu3(TeO8)2,0.0,0.094079129,2.891833983,2.924834379,0.033000396,0
mp-775145,Li4Nb3Cu3(SnO8)2,0.0216,0.125079959,2.705884149,3.670428394,0.964544246,0
mp-756891,Li4Nb3Cr5O16,0.0,0.066248792,1.84711259,1.930454971,0.083342381,0
mp-1177319,Li4Nb3Cr3(NiO8)2,0.462,0.095721078,2.496751295,3.290263908,0.793512613,0
mp-761100,Li4Nb3Cr2Fe3O16,0.0,0.112644546,2.325444264,2.337930954,0.01248669,0
mp-774825,Li4Nb3Co3(TeO8)2,0.7835,0.083865111,2.673156447,2.840396201,0.167239754,0
mp-774896,Li4Nb3Co3(SnO8)2,0.5171,0.140856475,2.326298618,3.121792824,0.795494206,0
mp-774909,Li4Nb2V3Sn3O16,0.0,0.092347547,2.103052705,2.135083828,0.032031123,0
mp-1177321,Li4Nb2V3Ni3O16,1.0597,0.031212765,2.617556936,2.769690838,0.152133902,0
mp-758576,Li4Nb2V3Fe3O16,0.0,0.059061645,2.299516469,2.377583862,0.078067393,0
mp-774767,Li4Nb2V3Cu3O16,0.0,0.084785842,2.947349921,2.967131622,0.019781701,0
mp-770954,Li4Nb2V3Cr3O16,1.1348,0.00953431,1.84711259,2.457371475,0.610258885,0
mp-1177325,Li4Nb2V3Co3O16,1.1374,0.099299829,2.340335268,2.990350169,0.650014902,0
mp-760315,Li4Nb2Ni3Sn3O16,2.0723,0.02157046,2.406630576,3.609780624,1.203150048,0
mp-753159,Li4Nb2Fe3Te3O16,1.8121,0.093651821,2.644835276,2.727396633,0.082561358,0
mp-770744,Li4Nb2Fe3Sn3O16,1.3263,0.020082941,2.138406376,2.323436854,0.185030478,0
mp-1177322,Li4Nb2Fe3Sb3O16,0.0,0.097609184,2.336668027,2.340035831,0.003367804,0
mp-769502,Li4Nb2Fe3O10,1.8553,0.033155679,2.138406376,2.306283814,0.167877437,0
mp-752655,Li4Nb2Fe3Ni3O16,0.0,0.041978225,3.609780624,3.69883518,0.089054556,0
mp-1177343,Li4Nb2Fe3Cu3O16,0.0,0.055290076,3.527393354,3.716351411,0.188958058,0
mp-757731,Li4Nb2Fe3Co3O16,0.5651,0.041375043,3.29734827,3.425052286,0.127704016,0
mp-777759,Li4Nb2Cr3Ni3O16,0.0,0.049578612,3.290263908,3.355653158,0.06538925,0
mp-755224,Li4Nb2Cr3Fe3O16,1.7983,0.017727648,2.885184585,3.301336258,0.416151673,0
mp-775290,Li4Nb2Cr3Cu3O16,0.0,0.544065924,3.609780624,3.716351411,0.106570787,0
mp-765095,Li4Nb2Cr3Co3O16,0.7718,0.050944051,3.175776297,3.425052286,0.24927599,0
mp-771059,Li4Nb2Co3Sn3O16,1.3309,0.029386628,2.326298618,2.833405395,0.507106778,0
mp-774912,Li4Nb2Co3Sb3O16,0.0,0.104327321,2.317976258,2.376620967,0.058644709,0
mp-762164,Li4Nb2Co3Ni3O16,0.0,0.048433564,3.57689557,3.730699426,0.153803857,0
mp-756515,Li4Nb(TeO4)3,0.0,0.083907908,3.099856309,3.109986586,0.010130276,0
mp-863382,Li4Nb(P2O7)2,0.6434,0.083674976,2.485073915,2.536062787,0.050988873,0
mp-774238,Li4Nb(FeO4)3,0.0,0.143813838,3.495034596,3.609780624,0.114746028,0
mp-504158,Li4MoP2O9,1.6212,0.046684914,3.109355447,3.295790281,0.186434834,0
mp-1415265,Li4MoO5,0.0,1.412840828,1.389205505,3.326483705,1.9372782,0
mp-541578,Li4Mo5O17,3.0662,0.014370163,3.346422161,4.111713254,0.765291094,0
mp-554485,Li4Mo3O8,0.0,0.084105344,1.904041234,1.911890875,0.007849641,0
mp-1177391,Li4MnV3O8,0.8956,0.053976702,1.181857439,2.222937806,1.041080367,0
mp-756559,Li4MnV3O12,0.0,0.093129648,3.948117849,4.016313822,0.068195973,0
mp-757477,Li4MnV3(PO4)4,0.7046,0.005918405,2.223256105,2.249923143,0.026667038,0
mp-1177349,Li4MnV3(P2O7)4,0.5625,0.000166319,3.44085058,3.655765865,0.214915285,0
mp-755727,Li4MnV2WO12,1.1428,0.091243251,3.812298183,3.948117849,0.135819666,0
mp-752544,Li4MnV(WO6)2,0.5015,0.051591812,3.327944758,3.435684268,0.10773951,0
mp-768106,Li4MnV(PO4)3,1.8184,0.028258668,2.238640935,3.211399284,0.972758349,0
mp-772661,Li4MnSn3(PO4)4,2.5541,0.062044892,2.371571505,2.777545326,0.40597382,0
mp-775961,Li4MnSn(WO6)2,1.009,0.052766618,3.66602578,3.856697597,0.190671817,0
mp-752430,Li4MnSi2O7,3.653,0.010976737,1.281758767,2.842822715,1.561063947,0
mp-752920,Li4MnSb2WO12,0.743,0.069571051,3.66602578,3.856697597,0.190671817,0
mp-755688,Li4MnSb(WO6)2,0.2765,0.042099069,3.266004027,3.327944758,0.061940731,0
mp-1177475,Li4MnP2O9,1.3025,0.04360974,3.985687283,4.293359565,0.307672283,0
mp-759491,Li4MnOF5,1.4989,0.067972316,3.827880303,3.91995403,0.092073727,0
mp-760393,Li4MnOF4,2.4416,0.10799541,1.125980607,2.62495946,1.498978853,0
mp-753101,Li4MnO3F,0.7303,0.099143681,1.55495394,1.748720085,0.193766145,0
mp-1291001,Li4MnO3,1.693,0.086659351,1.125980607,1.524234477,0.39825387,0
mp-1344975,Li4MnO2F3,0.0679,1.205574452,1.524234477,2.688304705,1.164070228,0
mp-755746,Li4MnNi5O12,0.0038,0.069139512,3.474301338,3.57658241,0.102281072,0
mp-1177336,Li4MnNi5(PO4)6,0.4596,0.087652259,4.14003514,4.284956213,0.144921073,0
mp-1177345,Li4MnNi3O8,0.0,0.008294954,2.634122012,3.474301338,0.840179326,0
mp-757099,Li4MnNi3(PO4)4,2.9959,0.005076507,2.740359081,3.786910458,1.046551376,0
mp-757199,Li4MnNb2WO12,0.9842,0.046973073,3.66602578,3.856697597,0.190671817,0
mp-756577,Li4MnNb(WO6)2,0.0,0.028506432,3.327944758,3.337132005,0.009187247,0
mp-1192995,Li4MnGe2S7,1.5209,0.0,1.669361704,2.094273702,0.424911998,0
mp-755809,Li4MnFe5O12,0.0,0.229289065,2.647503215,3.495034596,0.847531381,0
mp-756835,Li4MnFe3O8,0.5739,0.097982687,1.644336231,2.46888425,0.824548019,0
mp-764613,Li4MnFe3(PO4)4,3.7836,0.00216876,2.338391545,3.359664715,1.02127317,0
mp-1177332,Li4MnFe3(BO3)4,3.2617,0.002024998,1.952748315,2.36126124,0.408512925,0
mp-766479,Li4MnFe2(BO3)4,1.6559,0.073932423,2.196682521,2.952952092,0.75626957,0
mp-756491,Li4MnCu3O8,0.0,0.079862679,2.75578934,3.5121101,0.75632076,0
mp-753744,Li4MnCu3(PO4)4,0.0,0.039731757,3.217871705,3.786910458,0.569038752,0
mp-1177331,Li4MnCrO6,1.1304,0.03815865,2.290770444,2.917162232,0.626391788,0
mp-754440,Li4MnCr5O12,0.0728,0.137867008,3.301336258,3.789264851,0.487928593,0
mp-756944,Li4MnCr3O8,0.6756,0.031638266,1.322032995,3.301336258,1.979303263,0
mp-768041,Li4MnCr3(PO4)4,1.9098,0.004848582,2.22087108,2.225730962,0.004859882,0
mp-779026,Li4MnCr2Fe3(PO4)6,1.1417,0.107004918,2.50174254,3.277357392,0.775614852,0
mp-752745,Li4MnCr(WO6)2,0.6986,0.096084442,2.091863114,3.856697597,1.764834483,0
mp-1177382,Li4MnCo5O12,0.0,0.0,2.825134121,4.019696529,1.194562407,0
mp-1173981,Li4MnCo3O8,0.3973,0.078962583,1.87533844,2.5264141,0.65107566,0
mp-757104,Li4MnCo3(PO4)4,2.3728,0.026012322,2.591163315,3.786910458,1.195747143,0
mp-1174264,Li4MnCo2O7,0.0,0.27007803,1.839137972,3.167453092,1.328315121,0
mp-1222609,Li4MnCo2NiO8,0.7024,0.085682999,1.899414313,3.167453092,1.26803878,0
mp-1177463,Li4Mn9O18,0.0,0.076207933,3.203951513,3.691181236,0.487229724,0
mp-765998,Li4Mn8O9F7,0.5307,0.075645629,2.62495946,3.274614406,0.649654946,0
mp-753840,Li4Mn8O13F3,0.0,0.057777058,2.909199763,3.203951513,0.29475175,0
mp-753956,Li4Mn7O9F7,0.4164,0.075067412,3.274614406,3.827880303,0.553265897,0
mp-757932,Li4Mn7O16,0.7791,0.064462601,3.92141174,4.016313822,0.094902082,0
mp-758315,Li4Mn7O12,0.182,0.055224675,2.208614025,2.688304705,0.47969068,0
mp-1177355,Li4Mn7(PO4)6,2.8388,0.056305291,1.977316297,3.786910458,1.80959416,0
mp-763819,Li4Mn7(OF7)2,2.2529,0.086602538,1.884515816,2.62495946,0.740443644,0
mp-773194,Li4Mn5V3O16,0.2577,0.063777263,3.101841854,3.415675857,0.313834002,0
mp-775798,Li4Mn5V(PO4)6,0.245,0.081276374,3.375987217,3.786910458,0.41092324,0
mp-773469,Li4Mn5Te3O16,0.0,0.083384723,2.941630539,2.982923293,0.041292754,0
mp-756595,Li4Mn5SnO12,0.0013,0.089170815,2.688304705,2.88669383,0.198389125,0
mp-771907,Li4Mn5Sn3O16,0.0,0.056898717,2.688304705,2.88669383,0.198389125,0
mp-850367,Li4Mn5Sn(PO4)6,2.028,0.081425184,2.848504004,3.786910458,0.938406454,0
mp-1177353,Li4Mn5SbO12,0.0,0.068705574,2.49681296,2.688304705,0.191491745,0
mp-756961,Li4Mn5Sb3O16,0.0,0.03814394,2.49681296,2.601353508,0.104540547,0
mp-1177350,Li4Mn5Sb(PO4)6,0.0169,0.098587397,2.63696479,3.362801563,0.725836773,0
mp-771110,Li4Mn5P6WO24,2.4972,0.08088147,2.634246092,2.923719864,0.289473772,0
mp-752744,Li4Mn5O9F,0.7607,0.065960679,2.688304705,2.88669383,0.198389125,0
mp-691115,Li4Mn5O12,0.7752,0.0,3.442484605,4.016313822,0.573829217,0
mp-757628,Li4Mn5O10,0.4823,0.057392421,2.688304705,2.88669383,0.198389125,0
mp-753964,Li4Mn5NiO12,0.0154,0.091175033,2.763489868,2.88669383,0.123203963,0
mp-756534,Li4Mn5Ni3O16,0.0,0.059586074,3.57658241,3.59681474,0.02023233,0
mp-867956,Li4Mn5Ni(PO4)6,0.0,0.064928507,2.740359081,3.786910458,1.046551376,0
mp-756259,Li4Mn5NbO12,0.0,0.088167404,2.831814277,2.88669383,0.054879553,0
mp-772148,Li4Mn5Nb3O16,0.0,0.083320526,2.629306873,2.831814277,0.202507404,0
mp-756410,Li4Mn5FeO12,0.0,0.103037862,2.88669383,2.92641749,0.03972366,0
mp-772124,Li4Mn5Fe3O16,0.0,0.054049008,2.984944413,3.442484605,0.457540192,0
mp-776660,Li4Mn5Fe(PO4)6,0.3211,0.070992772,3.786090643,3.786910458,0.000819815,0
mp-1177346,Li4Mn5CuO12,0.0,0.212900815,2.88669383,2.984944413,0.098250583,0
mp-752865,Li4Mn5Cu3O16,0.0,0.064644832,3.527393354,3.648530263,0.12113691,0
mp-1177362,Li4Mn5Cu(PO4)6,0.2419,0.067297802,3.217871705,3.786910458,0.569038752,0
mp-772050,Li4Mn5Cr3O16,0.0,0.140388814,3.691181236,4.533350062,0.842168826,0
mp-850972,Li4Mn5Cr2O12,0.255,0.129672683,1.524234477,2.208614025,0.684379548,0
mp-759645,Li4Mn5Cr(PO4)6,0.3167,0.073107727,3.615031178,3.786910458,0.171879279,0
mp-771545,Li4Mn5CoO12,0.2584,0.085928249,2.984944413,2.987948022,0.003003608,0
mp-768354,Li4Mn5Co3O16,0.0,0.03877758,2.978101537,3.794917194,0.816815657,0
mp-760813,Li4Mn5Co(PO4)6,0.495,0.070478187,2.591163315,3.786910458,1.195747143,0
mp-25857,Li4Mn5(P3O11)2,3.1012,0.034964707,2.396665431,3.786910458,1.390245027,0
mp-758838,Li4Mn5(NiO6)2,0.3169,0.041865209,2.688304705,2.763489868,0.075185162,0
mp-759127,Li4Mn5(FeO6)2,0.5706,0.059215415,1.98919357,2.688304705,0.699111135,0
mp-1177555,Li4Mn5(Fe2O9)2,0.5236,0.095130409,3.442484605,4.016313822,0.573829217,0
mp-849516,Li4Mn5(CuO6)2,0.0,0.077744845,2.875902268,2.88669383,0.010791562,0
mp-773363,Li4Mn3WO8,0.7176,0.092252175,1.220815596,2.326887181,1.106071585,0
mp-773098,Li4Mn3VO8,0.0,0.149829459,1.524234477,2.208614025,0.684379548,0
mp-773187,Li4Mn3V5O16,0.509,0.063903878,2.617556936,2.769690838,0.152133902,0
