MP ID,Formula,Band Gap (eV),energy_above_hull (eV/atom),Left End (V),Right End (V),Window Length (V),label
mp-1202232,LiMn(P2O7)2,0.0,0.140411355,4.517976738,5.143745184,0.625768446,0
mp-1295192,LiMn(CO3)2,0.905,0.0,3.714224787,3.817623595,0.103398808,0
mp-560157,LiMgVO4,3.4826,0.0,2.72154351,3.90523496,1.18369145,0
mp-1222350,LiMgSO4F,5.9657,0.01124014,2.489453181,4.628988754,2.139535573,0
mp-9625,LiMgPO4,5.4297,0.0,1.580592442,4.187544401,2.606951959,0
mp-1185356,LiMgO3,0.0,0.580104923,3.227851723,3.84874466,0.620892937,0
mp-558897,LiMgIn(MoO4)3,3.1865,0.0,3.000947662,4.118817298,1.117869636,0
mp-532590,LiMgCr7(SO4)12,0.0,0.004807484,3.143429185,4.682625839,1.539196654,0
mp-769552,LiMgCr3Se2(SO6)4,2.2407,0.00172019,4.32841496,4.437497131,0.109082171,0
mp-694995,LiMgCr3(SO4)6,2.4919,0.007706539,3.143429185,4.682625839,1.539196654,0
mp-8870,LiMgAsO4,3.4544,0.007209538,2.469297528,4.11967017,1.650372642,0
mp-1265272,LiMgAl3(SO4)6,5.8981,0.010881153,3.080737016,4.682625839,1.601888823,0
mp-532676,LiMgAl3(SeO4)6,2.9775,0.008619837,4.086171135,4.540430824,0.454259689,0
mp-1222672,LiMgAl(MoO4)3,3.5881,0.0,3.094048652,3.83138226,0.737333608,0
mp-1031055,LiMg6WO8,1.8506,0.119078082,1.20801582,2.057871651,0.849855831,0
mp-1031344,LiMg6TiO8,0.0,0.043306383,0.38414047,1.116505705,0.732365235,0
mp-1030903,LiMg6SiO8,0.0,0.234030625,0.521029905,1.020917085,0.49988718,0
mp-695000,LiMg6Sc(SiO3)8,3.2111,0.261452712,1.32478874,3.777682721,2.452893981,0
mp-1031070,LiMg6SbO8,0.2244,0.130465584,1.77230115,1.991658983,0.219357832,0
mp-1032403,LiMg6MnO8,0.0,0.024520575,1.524234477,2.520252618,0.996018141,0
mp-1031114,LiMg6GaO8,2.5259,0.053049278,1.049762279,3.682827644,2.633065365,0
mp-1032467,LiMg6FeO8,1.5393,0.025679222,1.625377355,3.428599072,1.803221717,0
mp-1031027,LiMg6CrO8,0.6619,0.051728753,0.91682289,2.972766924,2.055944034,0
mp-1032171,LiMg6CoO8,0.2706,0.090289981,1.839137972,3.425052286,1.585914314,0
mp-1031129,LiMg6CO8,0.0,0.548968511,1.271511536,2.147647001,0.876135465,0
mp-1031148,LiMg6BO8,2.1514,0.352100635,0.978265752,3.427687549,2.449421797,0
mp-1031116,LiMg6BO7,1.1802,0.396079416,0.737881024,0.978265752,0.240384728,0
mp-1031076,LiMg6BiO8,1.0029,0.123425377,1.783287626,2.678283776,0.89499615,0
mp-559155,LiMg4V3O12,3.0354,0.002238842,2.7509509,3.90523496,1.15428406,0
mp-1210941,LiMg4SnO8,0.0,0.18557119,3.407747661,3.84874466,0.440996999,0
mp-1222638,LiMg4Al(MoO4)6,3.4516,0.0,3.05821986,3.933797437,0.875577576,0
mp-1020109,LiMg3P3O11,5.3095,0.0,2.272176673,4.350324952,2.07814828,0
mp-1099259,LiMg3O4,0.0,0.054712492,2.889576135,3.227851723,0.338275588,0
mp-1040082,LiMg30WO32,3.1002,0.022518781,1.20801582,2.057871651,0.849855831,0
mp-1040361,LiMg30TiO32,0.2338,0.016893816,0.38414047,1.116505705,0.732365235,0
mp-1040138,LiMg30SiO32,0.3139,0.06346991,0.521029905,1.020917085,0.49988718,0
mp-1040012,LiMg30SbO32,2.6566,0.039806807,1.77230115,1.991658983,0.219357832,0
mp-1038037,LiMg30MnO32,1.4352,0.008168722,1.524234477,2.520252618,0.996018141,0
mp-1040051,LiMg30GaO32,4.2398,0.007118929,1.049762279,3.682827644,2.633065365,0
mp-1037593,LiMg30FeO32,3.055,0.006882321,1.625377355,3.428599072,1.803221717,0
mp-1040079,LiMg30CrO32,3.8003,0.003175574,0.91682289,2.972766924,2.055944034,0
mp-1037085,LiMg30CoO32,1.8732,0.014678198,1.839137972,3.425052286,1.585914314,0
mp-1040007,LiMg30CO32,0.2969,0.141739883,1.271511536,2.147647001,0.876135465,0
mp-1040099,LiMg30BO32,4.2494,0.063567837,0.978265752,3.427687549,2.449421797,0
mp-1040077,LiMg30BO31,1.8836,0.113190629,0.737881024,0.978265752,0.240384728,0
mp-1040009,LiMg30BiO32,3.5222,0.036297003,1.783287626,2.678283776,0.89499615,0
mp-756823,LiMg2Mn3O8,0.0,0.024940516,2.792501248,3.353263144,0.560761896,0
mp-1035324,LiMg14WO16,2.5734,0.055491891,1.20801582,2.057871651,0.849855831,0
mp-1034182,LiMg14TiO16,0.0,0.026469916,0.38414047,1.116505705,0.732365235,0
mp-1035527,LiMg14SiO16,0.0,0.126067934,0.521029905,1.020917085,0.49988718,0
mp-1035140,LiMg14SbO16,1.5901,0.086087378,1.77230115,1.991658983,0.219357832,0
mp-1036089,LiMg14MnO16,0.4456,0.02180213,1.524234477,2.520252618,0.996018141,0
mp-1035108,LiMg14GaO16,3.7045,0.018466592,1.049762279,3.682827644,2.633065365,0
mp-1035435,LiMg14FeO16,1.9419,0.009734582,1.625377355,3.428599072,1.803221717,0
mp-1035402,LiMg14CrO16,2.0147,0.016467809,0.91682289,2.972766924,2.055944034,0
mp-1034976,LiMg14CoO16,0.1087,0.040818875,1.839137972,3.425052286,1.585914314,0
mp-1035124,LiMg14CO16,0.0,0.264824573,1.271511536,2.147647001,0.876135465,0
mp-1035090,LiMg14BO16,3.8429,0.169707017,0.978265752,3.427687549,2.449421797,0
mp-1035344,LiMg14BO15,1.9504,0.180120678,0.737881024,0.978265752,0.240384728,0
mp-1035156,LiMg14BiO16,2.1324,0.080545448,1.783287626,2.678283776,0.89499615,0
mp-773699,LiMg(Fe5O8)2,1.1639,0.119550908,2.194547182,2.230356553,0.03580937,0
mp-1235383,LiLuZnFeO4,1.2057,0.083267493,1.723383747,1.858792308,0.135408561,0
mp-976331,LiLuO3,0.0,0.537357951,3.172047209,3.227851723,0.055804514,0
mp-1235074,LiLu4(CoO3)4,0.0,0.1743316,3.042718965,3.425052286,0.382333321,0
mp-1235073,LiLu2W2(ClO4)2,2.2551,0.144504075,2.128419235,2.80337835,0.674959115,0
mp-1236720,LiLu2Al2O6,0.0,0.224565109,0.267831087,0.716738011,0.448906924,0
mp-1190882,LiLu(WO4)2,3.8008,0.0,2.406824055,3.979849713,1.573025658,0
mp-1245342,LiLu(SO4)2,5.7573,0.183672125,2.581814745,4.656367089,2.074552344,0
mp-1520845,LiLaV4O12,1.0424,0.139610119,3.615895835,4.129518513,0.513622677,0
mp-1523191,LiLaTi4O12,0.0,0.202994197,3.688514617,3.84874466,0.160230043,0
mp-1222315,LiLaTi2O6,1.7571,0.119155688,1.74994939,3.688514617,1.938565227,0
mp-1222361,LiLaTa2O7,2.2515,0.07020928,1.181723464,3.862485876,2.680762413,0
mp-1147554,LiLaSO,3.1672,0.008456594,0.005122867,2.001356763,1.996233896,0
mp-1185357,LiLaO3,0.0,0.222049041,2.889576135,3.227851723,0.338275588,0
mp-1020057,LiLaO2,3.7336,0.023029582,0.005122867,2.889576135,2.884453268,0
mp-776091,LiLaNdSbO6,3.9173,0.005936215,1.645987676,3.518185452,1.872197776,0
mp-1222364,LiLaNb4O12,1.3413,0.068569535,2.35869951,3.913655931,1.554956421,0
mp-861268,LiLaNb2O7,1.39,0.076826515,1.748687609,3.86766103,2.118973421,0
mp-1030894,LiLaMg6O8,2.383,0.159769686,0.0711085,2.889576135,2.818467635,0
mp-1040126,LiLaMg30O32,4.0042,0.046768685,0.0711085,2.889576135,2.818467635,0
mp-1035532,LiLaMg14O16,3.3859,0.101295943,0.0711085,2.889576135,2.818467635,0
mp-1222487,LiLa8Cu3O16,0.2146,0.04545308,2.38457357,2.481706633,0.097133063,0
mp-775959,LiLa7(CuO7)2,0.037,0.039521096,3.131698156,3.34184609,0.210147934,0
mp-557492,LiLa5Ti8O24,1.8682,0.045508815,1.74994939,3.688514617,1.938565227,0
mp-1222517,LiLa5Si4N10O,2.3934,0.0,0.36565043,1.252640297,0.886989867,0
mp-756861,LiLa4Ti3O12,0.0,0.030648867,0.457830854,1.116505705,0.658674851,0
mp-19445,LiLa4NiO8,1.5155,0.012339858,2.634122012,3.124424176,0.490302165,0
mp-1235248,LiLa4Ni3WO12,0.9969,0.306848328,2.03091187,2.171151836,0.140239966,0
mp-754290,LiLa4MnO8,1.6309,0.071193969,1.11415059,1.129666921,0.015516331,0
mp-1235609,LiLa4Ga2(FeO6)2,1.8708,0.135716257,1.812429545,2.126760151,0.314330606,0
mp-756904,LiLa4FeO8,0.4622,0.069404508,1.625377355,2.918065644,1.292688289,0
mp-1222453,LiLa4CuO8,0.0222,0.047946908,3.027588352,3.34184609,0.314257738,0
mp-1277483,LiLa4CoO8,1.237,0.040573408,1.839137972,3.425052286,1.585914314,0
mp-560605,LiLa4AuO8,1.6583,0.0,2.429848855,3.430426969,1.000578114,0
mp-1222522,LiLa3Ti4O12,0.0,0.06148245,1.116505705,1.128806014,0.012300309,0
mp-755440,LiLa3Ti3CrO12,0.0,0.057878441,1.528998757,1.750984383,0.221985627,0
mp-1222623,LiLa3MnO7,2.2799,0.044306534,2.9061552,3.227851723,0.321696523,0
mp-1206458,LiLa2VO6,1.9389,0.103507271,1.983031527,3.432428033,1.449396506,0
mp-1210901,LiLa2TiO6,0.0,0.06275504,3.156373917,3.227851723,0.071477806,0
mp-1236061,LiLa2TiCrO6,0.2176,0.291394745,1.094688078,1.693298922,0.598610844,0
mp-766086,LiLa2Ti2CrO9,1.9221,0.042359161,1.528998757,3.301336258,1.772337501,0
mp-6674,LiLa2SbO6,3.7234,0.003134719,1.63959755,3.518185452,1.878587902,0
mp-557969,LiLa2S2O8F3,4.5891,0.010022679,2.66853526,4.656367089,1.987831829,0
mp-6644,LiLa2RuO6,0.1881,0.0,1.915677905,3.527831255,1.61215335,0
mp-1190023,LiLa2ReO6,0.0,0.06218045,1.509042184,2.162796776,0.653754592,0
mp-12451,LiLa2OsO6,0.3355,0.0,1.925742229,2.717094273,0.791352045,0
mp-19377,LiLa2MoO6,1.5043,0.0,1.69724448,1.850808265,0.153563785,0
mp-1222383,LiLa2Mn3O9,0.0,0.251007581,3.708200343,3.84874466,0.140544317,0
mp-11992,LiLa2IrO6,0.0,0.0,2.04027476,3.876630162,1.836355401,0
mp-1078209,LiLa2FeO6,0.7547,0.0,3.024346396,3.634146548,0.609800152,0
mp-1235376,LiLa2Fe2(TeO6)2,0.7869,0.060573764,2.54959827,2.67021824,0.12061997,0
mp-1235077,LiLa2Co2Sb2(PbO6)2,0.0155,0.191031718,2.288527081,2.325514444,0.036987363,0
mp-774722,LiLa20Cu9O40,0.0,0.053022288,2.38457357,2.481706633,0.097133063,0
mp-774931,LiLa14(Cu3O14)2,0.0,0.055112482,2.38457357,2.481706633,0.097133063,0
mp-1210919,LiLa(WO4)2,3.6807,0.0,2.36885686,4.017816908,1.648960048,0
mp-560866,LiLa(PO3)4,4.9957,0.0,2.473151322,4.993904343,2.52075302,0
mp-729006,LiLa(MoO4)2,3.5025,0.008190204,2.731854839,4.111713254,1.379858415,0
mp-1520090,LiLa(FeO3)4,0.0,0.302783843,3.495034596,3.84874466,0.353710064,0
mp-1188898,LiLa(CO3)2,4.1747,0.0,2.166321169,4.897758627,2.731437458,0
mp-1211610,LiLa(C2O5)2,1.0096,0.656043858,2.768170736,4.897758627,2.129587891,0
mp-1210872,LiIrO2,1.414,0.163357974,2.044006095,2.367538129,0.323532035,0
mp-1193215,LiIO5,0.2278,0.271634126,3.972021098,4.287064984,0.315043886,0
mp-29473,LiIO4,2.0725,0.037859892,3.972021098,4.287064984,0.315043886,0
mp-1080052,LiIO3,0.0,0.867518993,2.984467393,4.287064984,1.30259759,0
mp-1222278,LiIO,0.0,1.01466461,2.849771595,2.984467393,0.134695798,0
mp-7205,LiInSiO4,3.0287,0.0,2.052735551,3.785132783,1.732397232,0
mp-1188392,LiInS2,2.2212,0.0,1.432770223,2.598901397,1.166131175,0
mp-8491,LiInP2O7,3.9726,0.0,2.360786004,4.655715508,2.294929505,0
mp-1222354,LiInO2,2.0165,0.00040366,1.377352612,3.225261925,1.847909313,0
mp-22805,LiInMo3O8,0.0,0.124312703,1.904041234,1.911890875,0.007849641,0
mp-541001,LiInI4,2.2465,0.0,1.985906998,2.88079957,0.894892572,0
mp-17854,LiInGeO4,2.2778,0.0,2.092391448,3.878325395,1.785933948,0
mp-1190195,LiIn(WO4)2,3.346,0.0,2.462321669,3.95817935,1.495857681,0
mp-6240,LiIn(SiO3)2,3.6724,0.011506919,2.106313211,3.785132783,1.678819572,0
mp-20105,LiIn(MoO4)2,2.827,0.021960041,3.036175709,4.111713254,1.075537546,0
mp-973966,LiIn(IO3)4,2.6987,0.0,3.437137807,4.506050916,1.06891311,0
mp-22899,LiI,4.2306,0.028739373,0.005122867,2.849771595,2.844648728,0
mp-1222279,LiHoS2,0.3231,0.078658117,0.5507223,2.406284817,1.855562517,0
mp-973818,LiHoO3,0.0,0.437087038,2.961874156,3.227851723,0.265977567,0
mp-1176669,LiHoO2,4.5983,0.080560986,0.005122867,2.961874156,2.95675129,0
mp-1211170,LiHo6B3O14,4.7947,0.014842465,0.874297107,3.377644282,2.503347176,0
mp-561095,LiHo3Ge2(O4F)2,4.1233,0.016893543,1.879418221,3.826782596,1.947364375,0
mp-1235309,LiHo2Cu(SiO3)4,1.8,0.074503774,2.808418503,2.856344933,0.04792643,0
mp-1191729,LiHo(WO4)2,3.7911,0.0,2.454041547,3.932632221,1.478590673,0
mp-1210949,LiHo(SO4)2,5.7722,0.165728918,2.573719044,4.656367089,2.082648045,0
mp-555366,LiHo(PO3)4,6.3105,0.002747814,2.600715294,4.821512159,2.220796865,0
mp-1207212,LiHfS2,0.0,0.014019903,1.14914615,1.15189564,0.00274949,0
mp-754075,LiHfPCO7,5.2283,0.05320227,2.768170736,4.095292538,1.327121802,0
mp-1031098,LiHfMg6O7,0.0,0.207876488,0.393545215,0.471773011,0.078227795,0
mp-1039957,LiHfMg30O31,0.2062,0.061081429,0.393545215,0.471773011,0.078227795,0
mp-1035011,LiHfMg14O15,0.0,0.097257562,0.393545215,0.471773011,0.078227795,0
mp-1222349,LiGeRhO4,1.6895,0.0,2.53964102,3.359638503,0.819997483,0
mp-768164,LiGePCO7,3.4558,0.060203771,2.939891121,4.267012923,1.327121802,0
mp-1185303,LiGeO3,0.0,0.373687681,3.831644653,3.845995512,0.014350859,0
mp-549308,LiGeBO4,2.7311,0.206776413,2.110831752,4.167943233,2.057111481,0
mp-1021510,LiGe2(PO4)3,3.6307,0.010175077,2.721162398,4.296898235,1.575735838,0
mp-1222337,LiGdS2,0.3032,0.066713925,0.80719651,2.123409907,1.316213397,0
mp-1185401,LiGdO3,0.0,0.353630917,2.938457455,3.227851723,0.289394268,0
mp-21332,LiGdO2,3.2804,0.0,0.005122867,2.938457455,2.933334588,0
mp-1235435,LiGd6In2O12,0.0,0.128446162,1.409940158,1.579141597,0.169201439,0
mp-581285,LiGd6B3O14,2.8936,0.008145956,0.909403394,3.399821136,2.490417742,0
mp-1211045,LiGd2RuO6,0.1637,0.023715435,2.530902733,3.208873737,0.677971004,0
mp-1210920,LiGd(WO4)2,3.3513,0.0,2.511346546,3.875327222,1.363980676,0
mp-1211108,LiGd(SO4)2,2.6325,0.0,3.336261232,5.7604277,2.424166468,0
mp-6248,LiGd(PO3)4,3.4298,0.0,2.541655799,4.959378683,2.417722884,0
mp-1210959,LiGd(MoO4)2,2.9784,0.03574687,2.72004395,4.111713254,1.391669304,0
mp-1212087,LiGd(C2O5)2,1.1393,0.57880921,2.768170736,4.095292538,1.327121802,0
mp-18147,LiGaSiO4,4.0502,0.0,1.730707356,4.032892433,2.302185077,0
mp-3647,LiGaS2,2.9608,0.0,1.309528866,2.651535402,1.342006536,0
mp-1210869,LiGaPO4F,4.2706,0.037150687,2.212333897,4.434692219,2.222358322,0
mp-1222306,LiGaO2,0.7686,0.232963224,1.049762279,3.80034981,2.750587531,0
mp-1226095,LiGaO10,0.0581,0.552090126,3.80034981,3.84874466,0.04839485,0
mp-567967,LiGaI4,2.5201,0.0,1.852362113,2.899873833,1.04751172,0
mp-29345,LiGaI3,2.2473,0.0,1.764470508,1.858375997,0.093905489,0
mp-8702,LiGaGeO4,2.7169,0.012845771,2.224388496,3.972076827,1.747688331,0
mp-28341,LiGaCl4,4.4866,0.0,2.149700241,4.434991645,2.285291404,0
mp-29344,LiGaCl3,3.6888,0.0,2.129843776,2.157728746,0.027884971,0
mp-28326,LiGaBr4,3.4374,0.0,2.040493703,3.788581025,1.748087322,0
mp-28327,LiGaBr3,2.956,0.0,1.964205095,2.064582454,0.100377359,0
mp-545346,LiGaAs2O7,2.3654,0.026722109,3.246210881,4.477347946,1.231137066,0
mp-28146,LiGa5O8,2.5223,0.0,1.897625326,4.02715356,2.129528234,0
mp-1235129,LiGa4(WO6)2,2.0499,0.185974938,2.529976171,2.700432134,0.170455963,0
mp-1222855,LiGa3P2O11F3,0.0,0.293310243,4.169729731,4.474103299,0.304373569,0
mp-17510,LiGa(WO4)2,3.1534,0.024607463,2.529976171,3.856697597,1.326721426,0
mp-6241,LiGa(SiO3)2,4.532,0.042667977,1.798440845,4.032892433,2.234451589,0
mp-1198930,LiGa(SeO3)2,4.2558,0.0,2.64112084,4.128105029,1.48698419,0
mp-1211020,LiGa(PO3)4,5.0646,0.0,2.684147163,5.220534024,2.536386861,0
mp-557676,LiGa(MoO4)2,3.5664,0.008237677,3.255937647,4.111713254,0.855775608,0
mp-1210860,LiFeWClO4,3.1676,0.037835853,2.17032854,3.172841344,1.002512804,0
mp-1222389,LiFeSO4F,3.4481,0.009223795,2.867118315,3.542110572,0.674992257,0
mp-1176678,LiFeSnO4,1.3519,0.072975372,2.231175311,3.495907939,1.264732627,0
mp-1176688,LiFeSiO4,1.6478,0.0498194,2.67192048,3.770272127,1.098351647,0
mp-1263751,LiFeSi3O8,3.1168,0.042016406,2.67192048,3.770272127,1.098351647,0
mp-754807,LiFeSbO4,1.2033,0.00227595,2.169406831,2.523777486,0.354370655,0
mp-1176715,LiFeS2,0.0,0.161773218,1.502861768,1.746528375,0.243666607,0
mp-756995,LiFePO5,0.0,0.0990039,4.08444951,4.135277168,0.050827657,0
mp-25407,LiFePO4F,1.9307,0.005248857,3.296870065,4.375792436,1.078922371,0
mp-1104261,LiFePO4,3.2893,0.1029447,2.338391545,3.359664715,1.02127317,0
mp-1176692,LiFePCO7,0.155,0.165114972,4.130663308,4.168784051,0.038120743,0
mp-1235342,LiFePbO3,1.2713,0.277806286,1.696173999,2.859936881,1.163762882,0
mp-1101540,LiFeP4O13,0.0059,0.111063096,4.463226982,5.140646777,0.677419795,0
mp-1101512,LiFeP2O7,2.6064,0.013783898,3.120301297,4.673583318,1.553282022,0
mp-1376775,LiFeOF2,0.0751,1.143563901,3.256279227,4.342261868,1.085982641,0
mp-1272771,LiFeOF,1.7099,0.07572797,1.858792308,2.616654075,0.757861767,0
mp-1185320,LiFeO3,0.0,0.314812976,3.442329634,3.495034596,0.052704962,0
mp-1222302,LiFeO2,0.1033,0.119729602,1.625377355,3.495034596,1.869657241,0
mp-753174,LiFeNiO4,0.0,0.087838206,3.450946173,3.475983868,0.025037695,0
mp-1320145,LiFeMoClO4,2.7275,0.001664024,2.83301385,3.305833403,0.472819553,0
mp-755288,LiFeCuS2,0.0,0.124131092,1.502861768,1.746528375,0.243666607,0
mp-775462,LiFeCuO4,0.0,0.036886178,3.495034596,3.716351411,0.221316815,0
mp-770901,LiFeCSO7,1.8918,0.052603958,3.70477999,4.331967168,0.627187178,0
mp-757050,LiFeCoO4,0.0,0.091246595,3.425052286,3.575428924,0.150376638,0
mp-757567,LiFeCO4,1.6555,0.051272118,3.294093195,4.037288483,0.743195288,0
mp-752999,LiFeCo3O8,0.3771,0.033150794,3.84874466,4.115875654,0.267130994,0
mp-766495,LiFeCO3F2,1.7006,0.080227242,3.642117525,4.342261868,0.700144343,0
mp-1210931,LiFeCl4,1.2679,0.0,2.801611803,4.145690388,1.344078585,0
mp-1211043,LiFeBr4,0.9341,0.0,2.505165315,4.184192285,1.67902697,0
mp-776554,LiFeBO4,0.0667,0.120435052,3.495034596,3.665016557,0.169981961,0
mp-1291335,LiFeBO3,3.0565,0.005646302,1.952748315,2.385321017,0.432572702,0
mp-752712,LiFeB2O5,1.6515,0.09696883,2.481818577,3.668271624,1.186453047,0
mp-510641,LiFeAsO4,2.0793,0.0,2.655585186,3.317550209,0.661965023,0
mp-770902,LiFeAsCO7,0.0452,0.069260314,4.10367477,4.245466153,0.141791384,0
mp-18878,LiFeAs2O7,2.5882,0.003802131,3.314124238,4.568315165,1.254190927,0
mp-1235661,LiFe8(OF)8,1.3337,0.1287728,3.595269833,3.692008643,0.09673881,0
mp-1235046,LiFe8(O7F)2,0.0,0.1741155,4.140520295,4.342261868,0.201741573,0
mp-1176712,LiFe7O7F,0.0,0.066012919,1.858792308,2.616654075,0.757861767,0
mp-1377469,LiFe7(OF3)3,0.4875,1.251004673,2.448776638,2.616654075,0.167877437,0
mp-777195,LiFe7(O3F5)2,0.8908,0.113663392,3.692008643,4.342261868,0.650253225,0
mp-754565,LiFe6O7F5,1.4787,0.082099796,3.692008643,4.342261868,0.650253225,0
mp-1235135,LiFe6(OF2)4,1.639,0.138639319,3.256279227,3.595269833,0.338990607,0
mp-758965,LiFe5P3O13,2.7297,0.052839126,2.441007868,2.608885305,0.167877437,0
mp-21735,LiFe5O8,0.8787,0.06306247,2.230356553,3.495034596,1.264678043,0
mp-1176721,LiFe5O5F,0.9534,0.069698453,1.858792308,2.616654075,0.757861767,0
mp-754471,LiFe5O3F5,1.6707,0.075266724,2.448776638,2.616654075,0.167877437,0
mp-705376,LiFe5(P2O7)4,2.0067,0.042874143,4.104480729,4.673583318,0.569102589,0
mp-1176720,LiFe5(OF2)4,1.6382,0.057782766,3.692008643,4.342261868,0.650253225,0
mp-697800,LiFe4P7O24,2.3447,0.039673611,4.104480729,4.673583318,0.569102589,0
mp-776991,LiFe4OF7,2.2788,0.065607218,2.448776638,2.616654075,0.167877437,0
mp-1176752,LiFe4(PO4)3,2.9598,0.567099338,2.441007868,3.359664715,0.918656847,0
mp-1176725,LiFe4(BO3)4,0.0,0.076072099,2.88895287,3.064380295,0.175427425,0
mp-1222519,LiFe3SiPO8,3.5642,0.004399614,2.338391545,2.904241509,0.565849964,0
mp-705381,LiFe3P4O15,2.1315,0.05199148,3.359664715,4.673583318,1.313918603,0
mp-1013899,LiFe3P3O13,0.0,0.060757819,3.359664715,4.135277168,0.775612452,0
mp-705089,LiFe3P3O11,3.7017,0.042467749,2.621617084,3.19206972,0.570452636,0
mp-753410,LiFe3OF5,2.2211,0.100980263,2.448776638,2.616654075,0.167877437,0
mp-1101736,LiFe3O4,1.0169,0.039372533,1.858792308,2.194547182,0.335754875,0
mp-831271,LiFe3O3F4,2.4469,0.113755656,3.692008643,4.342261868,0.650253225,0
mp-780681,LiFe3(SiO4)2,0.6306,0.063688491,2.203438079,2.66667172,0.463233641,0
mp-25883,LiFe3(P3O10)2,2.4394,0.031906859,4.104480729,4.673583318,0.569102589,0
mp-754427,LiFe3(OF3)2,1.7498,0.012405595,3.692008643,4.342261868,0.650253225,0
mp-1211190,LiFe2SiO4,0.0,0.249533529,1.789030689,2.203438079,0.41440739,0
mp-780866,LiFe2Si2O7,2.1628,0.058643349,2.203438079,2.66667172,0.463233641,0
mp-1222530,LiFe2Rh3O8,0.8435,0.011428873,2.571558395,2.602925429,0.031367034,0
mp-26184,LiFe2P5O16,2.1522,0.004281455,3.776700044,4.673583318,0.896883274,0
mp-697808,LiFe2P3O13,0.0,0.487336344,4.179543795,4.673583318,0.494039523,0
mp-758108,LiFe2P3O11,2.31,0.051268041,3.359664715,4.673583318,1.313918603,0
mp-27007,LiFe2P3O10,3.1686,0.0,2.60290889,3.229497098,0.626588207,0
mp-1013910,LiFe2P2O9,0.008,0.069166982,3.308837058,4.135277168,0.82644011,0
mp-1176737,LiFe2OF5,2.3924,0.051020163,3.692008643,4.342261868,0.650253225,0
mp-1176736,LiFe2OF3,2.8823,0.045312878,2.448776638,2.616654075,0.167877437,0
mp-776573,LiFe2O3F,1.5571,0.103613208,2.230356553,4.140520295,1.910163742,0
mp-1282759,LiFe2O3,0.3437,0.066668511,1.858792308,2.194547182,0.335754875,0
mp-1176729,LiFe2O2F3,1.8645,0.095659046,3.692008643,4.342261868,0.650253225,0
mp-1176733,LiFe2C2O7,1.7614,0.114886951,2.478708743,3.294093195,0.815384452,0
mp-768683,LiFe2(SO4)3,0.197,0.029626512,2.867118315,3.687704174,0.820585859,0
mp-758113,LiFe2(SiO4)2,0.0,0.119847662,3.770272127,3.84874466,0.078472533,0
mp-1101524,LiFe2(PO4)3,0.0,0.079480473,4.179543795,4.673583318,0.494039523,0
mp-1176742,LiFe2(PO3)5,0.5324,0.082019089,2.668923902,3.387479208,0.718555306,0
mp-1176746,LiFe2(CoO4)2,0.0,0.115247853,3.84874466,4.115875654,0.267130994,0
mp-1176763,LiFe2(CO3)3,1.5254,0.069001806,3.294093195,3.642117525,0.34802433,0
mp-755254,LiFe2(ClO)2,0.8027,0.080153039,2.758159623,2.768124388,0.009964765,0
mp-753072,LiFe2(BO3)2,1.9749,0.051688302,2.481818577,2.485633108,0.003814531,0
mp-16933,LiFe(WO4)2,2.2249,0.158420429,2.961707328,3.856697597,0.894990269,0
mp-1222472,LiFe(SO4)2,2.0509,0.023006617,3.687704174,4.656367089,0.968662915,0
mp-1259488,LiFe(SiO3)2,3.2173,0.034484612,2.67192048,3.770272127,1.098351647,0
mp-863392,LiFe(Si3O7)2,2.3794,0.099730415,2.67192048,3.770272127,1.098351647,0
mp-775750,LiFe(Si2O5)3,0.0,0.110018842,3.770272127,3.84874466,0.078472533,0
mp-757120,LiFe(Si2O5)2,2.6499,0.09141744,2.67192048,3.770272127,1.098351647,0
mp-558555,LiFe(SeO3)2,2.6596,0.0,2.541480295,4.098113463,1.556633167,0
mp-887746,LiFe(Se2O5)2,2.0499,0.003454698,3.021231327,3.833062237,0.81183091,0
mp-687200,LiFe(PO3)5,0.0036,0.051910488,4.984920554,5.140646777,0.155726222,0
mp-25961,LiFe(PO3)4,2.6929,0.044715389,3.380128714,5.140646777,1.760518062,0
mp-1305316,LiFe(PO3)3,4.1561,0.034602554,2.657373127,3.387479208,0.730106081,0
mp-561087,LiFe(MoO4)2,2.4998,0.016076885,3.129568384,4.111713254,0.982144871,0
mp-1188169,LiFe(GeO3)2,2.0351,0.029995678,2.8073224,3.989136499,1.181814099,0
mp-763429,LiFe(CoO3)2,0.0,0.064101333,3.84874466,4.115875654,0.267130994,0
mp-753230,LiFe(CO3)2,0.8021,0.079191693,3.294093195,4.269304702,0.975211507,0
mp-1519180,LiEuYFeO6,0.0,0.193314978,3.442329634,3.458713077,0.016383443,0
mp-619100,LiEuTiO4,0.0,0.094168219,2.220172634,3.649103961,1.428931328,0
mp-1222312,LiEuS2,0.0,0.11418232,1.95980468,2.129117124,0.169312444,0
mp-672252,LiEuPS4,0.1523,0.0,1.716191606,2.610262184,0.894070578,0
mp-1185344,LiEuO3,0.0,0.40104815,2.889576135,3.227851723,0.338275588,0
mp-1019724,LiEuO2,0.0,0.182168364,2.119030093,2.889576135,0.770546042,0
mp-1191481,LiEuAsS3,0.0525,0.012888539,1.908765478,2.066655556,0.157890078,0
mp-1213345,LiEu6B3O14,0.0,0.138018623,2.224905458,3.456535965,1.231630507,0
